ID,Surname,First Name,Department,Staff or Student,Date of first journey,Destination,Estimated CO2eq emission (please enter in kg),Travel mode
3409,Rocha,John,Mathematics and Statistics,Student,2021-08-18,Monaco,158.0826528,Flight
4204,Smith,David,Meteorology,Staff,2021-08-18,Denver,2254,Flight
524,Werner,Dorthy,Meteorology,Student,2021-08-18,Oslo,12.54779905,Train
4694,Branco,Charles,Meteorology,Staff,2021-08-18,Rome,221.2103382,Flight
1768,Martin,Shannon,Meteorology,Staff,2021-08-18,Brussels,3.95337905,Train
4024,Cunningham,Frank,Meteorology,Staff,2021-08-19,New York,1687,Flight
3098,Johnson,Christopher,Mathematics and Statistics,Student,2021-08-19,Andorra La Vella,10.16615905,Train
1654,Tuholski,Erin,Meteorology,Staff,2021-08-19,Belgrade,11.43230845,Train
1555,Haas,Peter,Meteorology,Student,2021-08-19,Zurich,6.76946765,Train
2251,Tuholski,Erin,Meteorology,Staff,2021-08-19,Barcelona,175.3229112,Flight
29,Hawkin,Matthew,Meteorology,Staff,2021-08-19,Zurich,6.76946765,Train
3836,Pariente,Nancy,Meteorology,Student,2021-08-20,Budapest,224.7109818,Flight
2549,Jones,Boyd,Meteorology,Staff,2021-08-20,Toronto,1687,Flight
4794,Spiegel,David,Computer Science,Student,2021-08-20,Lisbon,240.2479194,Flight
3515,Lamantia,Harold,Computer Science,Staff,2021-08-21,Madrid,191.3733168,Flight
4558,Dickman,Richard,Meteorology,Staff,2021-08-21,Brussels,3.95337905,Train
3429,Bell,Carolyn,Meteorology,Staff,2021-08-21,Nanjing,2820,Flight
1219,Risbeck,Albert,Mathematics and Statistics,Staff,2021-08-21,Oslo,12.54779905,Train
638,Brisbon,Sherri,Mathematics and Statistics,Student,2021-08-21,Budapest,10.00140665,Train
2102,Cano,Betty,Meteorology,Staff,2021-08-21,Jakarta,3544,Flight
4192,Young,Barbara,Mathematics and Statistics,Staff,2021-08-21,Milan,7.89918565,Train
793,Miller,Gary,Meteorology,Staff,2021-08-22,Delhi,1976,Flight
2583,Weitkamp,Carie,Mathematics and Statistics,Staff,2021-08-22,Vienna,12.12855905,Train
1027,Sweitzer,Guadalupe,Meteorology,Student,2021-08-22,Jakarta,3544,Flight
697,Pons,Bradley,Meteorology,Staff,2021-08-23,Andorra La Vella,168.8791902,Flight
3776,Ollig,Sheila,Mathematics and Statistics,Staff,2021-08-23,Paris,4.34139905,Train
4898,Vaillancourt,Evelia,Meteorology,Staff,2021-08-23,Luxembourg,77.173503,Flight
1756,Gregory,Bryan,Mathematics and Statistics,Student,2021-08-23,Zurich,6.76946765,Train
1120,Thomas,Florence,Meteorology,Staff,2021-08-23,Nanjing,2820,Flight
4445,Cambre,Kip,Meteorology,Staff,2021-08-23,LA,2652,Flight
2599,Trevethan,Michael,Meteorology,Student,2021-08-23,Chicago,1928,Flight
883,Wynn,Donna,Mathematics and Statistics,Student,2021-08-24,Sydney,5063,Flight
928,Lea,Charlene,Meteorology,Student,2021-08-24,Rome,10.31333905,Train
2239,Miller,Gary,Meteorology,Staff,2021-08-24,Vaduz,7.80235905,Train
4596,Romero,Wanda,Meteorology,Staff,2021-08-25,Berlin,144.5163414,Flight
4683,Dixon,Katherine,Meteorology,Staff,2021-08-25,Zurich,119.0377572,Flight
477,Johnson,Rosaline,Mathematics and Statistics,Staff,2021-08-25,Warsaw,221.6075208,Flight
1391,Veenstra,James,Meteorology,Student,2021-08-25,Monaco,158.0826528,Flight
3212,Rozon,Fred,Meteorology,Staff,2021-08-25,Prague,157.2156132,Flight
4042,Torres,Edward,Meteorology,Student,2021-08-26,Amsterdam,55.1004198,Flight
2588,Landfried,Eric,Meteorology,Student,2021-08-26,Paris,4.34139905,Train
2205,Reese,Horace,Meteorology,Staff,2021-08-26,Madrid,191.3733168,Flight
1668,Rice,Pamela,Meteorology,Student,2021-08-26,Amsterdam,4.91227905,Train
903,Jacquez,Molly,Meteorology,Student,2021-08-26,Belgrade,256.8752214,Flight
946,Neal,Elva,Mathematics and Statistics,Staff,2021-08-26,Zurich,119.0377572,Flight
1734,Niemczyk,Kellye,Meteorology,Staff,2021-08-26,Barcelona,8.94938185,Train
1329,Burns,Joseph,Meteorology,Student,2021-08-27,Copenhagen,147.5835576,Flight
3043,Maki,Lashawnda,Meteorology,Staff,2021-08-27,Helsinki,279.3243444,Flight
1867,Helgason,Debbie,Computer Science,Student,2021-08-27,Jakarta,3544,Flight
2645,Wilhelm,Shaunta,Meteorology,Staff,2021-08-27,Milan,148.364331,Flight
4454,Trevethan,Michael,Meteorology,Student,2021-08-27,Berlin,7.68193905,Train
1407,Ryan,Jeffrey,Mathematics and Statistics,Student,2021-08-27,Stockholm,221.0140122,Flight
3729,Lu,Delcie,Mathematics and Statistics,Student,2021-08-27,Prague,7.90297665,Train
926,Duncan,Vanessa,Meteorology,Staff,2021-08-28,Denver,2254,Flight
849,Hogan,Shavonne,Computer Science,Staff,2021-08-28,Belfast,80.0851686,Flight
3855,Finn,Chad,Meteorology,Student,2021-08-28,Cape Town,2893,Flight
4762,Macon,Alice,Mathematics and Statistics,Student,2021-08-28,Amsterdam,55.1004198,Flight
3239,Mills,Bradley,Meteorology,Staff,2021-08-28,Vienna,192.2462124,Flight
4223,Weitkamp,Carie,Mathematics and Statistics,Staff,2021-08-29,Lisbon,13.23017905,Train
582,Pray,Jessica,Mathematics and Statistics,Staff,2021-08-29,Dublin,72.5432298,Flight
616,Morris,Fred,Mathematics and Statistics,Student,2021-08-29,Lisbon,240.2479194,Flight
4359,Romo,Vernon,Computer Science,Staff,2021-08-30,Vaduz,141.8297316,Flight
739,Mcveigh,Anthony,Meteorology,Staff,2021-08-30,Berlin,7.68193905,Train
4924,Fung,Matthew,Meteorology,Staff,2021-08-30,Belfast,80.0851686,Flight
2835,Griffis,Adela,Meteorology,Staff,2021-08-30,Helsinki,279.3243444,Flight
4728,Williamson,Diane,Meteorology,Staff,2021-08-30,Vienna,12.12855905,Train
3320,Boyd,Everett,Meteorology,Student,2021-08-30,Sydney,5063,Flight
877,Hebert,Sue,Meteorology,Student,2021-08-30,Rome,10.31333905,Train
1535,Stokes,Kelsey,Computer Science,Student,2021-08-30,Warsaw,9.58867825,Train
96,Harris,Steven,Meteorology,Staff,2021-08-30,Paris,56.23458,Flight
4130,Grimm,Isabel,Meteorology,Staff,2021-08-31,Helsinki,279.3243444,Flight
2794,Legault,Marie,Mathematics and Statistics,Staff,2021-08-31,New York,1687,Flight
2481,Quinn,Faye,Mathematics and Statistics,Student,2021-08-31,Belgrade,11.43230845,Train
4248,Marceau,Barry,Meteorology,Staff,2021-08-31,Warsaw,221.6075208,Flight
2572,Wing,Kenny,Meteorology,Staff,2021-08-31,Zurich,6.76946765,Train
3223,Durdan,Miles,Meteorology,Staff,2021-09-01,Sydney,5063,Flight
85,Dixon,Katherine,Meteorology,Staff,2021-09-01,Kigali,1976,Flight
231,Branco,Charles,Meteorology,Staff,2021-09-01,Luxembourg,77.173503,Flight
4717,Trevethan,Michael,Meteorology,Student,2021-09-01,Brussels,3.95337905,Train
4122,Byrn,Nathaniel,Meteorology,Student,2021-09-02,Vaduz,141.8297316,Flight
4910,Longfellow,Edward,Meteorology,Student,2021-09-02,Berlin,7.68193905,Train
2188,Mcclanahan,Archie,Meteorology,Staff,2021-09-02,Kigali,1976,Flight
4019,Martin,Shannon,Meteorology,Staff,2021-09-02,Berlin,144.5163414,Flight
3001,Duclos,Ana,Meteorology,Staff,2021-09-02,Belgrade,256.8752214,Flight
3148,Duclos,Ana,Meteorology,Staff,2021-09-03,Budapest,10.00140665,Train
1686,Penya,Thomas,Meteorology,Staff,2021-09-03,Amsterdam,4.91227905,Train
1789,Castellanos,Mary,Mathematics and Statistics,Student,2021-09-03,Nanjing,2820,Flight
3476,Westmoreland,Donald,Computer Science,Student,2021-09-03,Lisbon,13.23017905,Train
1200,Gunia,Linda,Mathematics and Statistics,Student,2021-09-03,Cape Town,2893,Flight
3047,Kinard,Steven,Walker Institute,Staff,2021-09-04,Rotterdam,4.40548925,Train
3108,Lawrence,John,Mathematics and Statistics,Student,2021-09-04,Madrid,191.3733168,Flight
374,Williams,Lloyd,Computer Science,Student,2021-09-04,Belgrade,256.8752214,Flight
699,Spahr,Kenneth,Mathematics and Statistics,Student,2021-09-04,Monaco,158.0826528,Flight
1892,Taylor,Chad,Meteorology,Student,2021-09-04,Andorra La Vella,10.16615905,Train
4068,Young,Barbara,Mathematics and Statistics,Staff,2021-09-04,Paris,4.34139905,Train
1632,Reyes,Rob,Mathematics and Statistics,Staff,2021-09-05,Tokyo,2893,Flight
4499,Chapman,Ronald,Meteorology,Staff,2021-09-05,Cologne,4.88609885,Train
1213,Duclos,Myrtle,Mathematics and Statistics,Student,2021-09-05,Belfast,80.0851686,Flight
4856,Scott,Reginald,Meteorology,Student,2021-09-05,Paris,56.23458,Flight
2745,Perez,Cesar,Mathematics and Statistics,Staff,2021-09-05,Cologne,79.9764342,Flight
2622,Werner,Dorthy,Meteorology,Student,2021-09-06,Barcelona,175.3229112,Flight
4183,Pons,Bradley,Meteorology,Staff,2021-09-06,Andorra La Vella,168.8791902,Flight
2409,Lawrence,John,Mathematics and Statistics,Student,2021-09-06,Belgrade,11.43230845,Train
1084,Thoren,Shawn,Computer Science,Staff,2021-09-06,Rotterdam,55.1004198,Flight
3937,Canfield,Maria,Meteorology,Staff,2021-09-07,Rome,10.31333905,Train
4319,Mcnichols,Emma,Mathematics and Statistics,Staff,2021-09-07,Monaco,158.0826528,Flight
2373,Perez,Wade,Meteorology,Staff,2021-09-08,Prague,157.2156132,Flight
1917,Jones,Terrance,Mathematics and Statistics,Student,2021-09-08,Stockholm,12.16869905,Train
1479,Hayward,Hope,Walker Institute,Staff,2021-09-08,Sydney,5063,Flight
2062,Bryan,Wendy,Computer Science,Staff,2021-09-08,Warsaw,9.58867825,Train
4873,Jones,Stephen,Meteorology,Staff,2021-09-09,Andorra La Vella,10.16615905,Train
4656,Page,Richard,Mathematics and Statistics,Student,2021-09-09,Lisbon,240.2479194,Flight
3089,Clark,Neil,Meteorology,Staff,2021-09-10,Paris,4.34139905,Train
4885,Tuholski,Erin,Meteorology,Staff,2021-09-10,Helsinki,279.3243444,Flight
1996,Schafer,Richard,Walker Institute,Student,2021-09-10,Budapest,224.7109818,Flight
1319,Frost,Michael,Computer Science,Student,2021-09-10,Amsterdam,4.91227905,Train
1890,Graves,Dennis,Mathematics and Statistics,Student,2021-09-10,Rome,221.2103382,Flight
153,Strain,Johnny,Meteorology,Staff,2021-09-11,Lisbon,240.2479194,Flight
1379,Kluck,Betty,Mathematics and Statistics,Student,2021-09-11,Amsterdam,4.91227905,Train
1068,Hanson,Lawrence,Meteorology,Student,2021-09-11,Rotterdam,55.1004198,Flight
4221,Smith,David,Meteorology,Staff,2021-09-11,Zurich,119.0377572,Flight
2250,Scott,Reginald,Meteorology,Student,2021-09-11,Tokyo,2893,Flight
3006,Bragg,Louis,Meteorology,Student,2021-09-11,Denver,2254,Flight
3511,Niemczyk,Kellye,Meteorology,Staff,2021-09-11,Madrid,10.66121905,Train
2949,Spahr,Kenneth,Mathematics and Statistics,Student,2021-09-11,Lisbon,13.23017905,Train
218,Jones,Terrance,Mathematics and Statistics,Student,2021-09-12,Vienna,192.2462124,Flight
3399,Rubio,Robert,Meteorology,Student,2021-09-12,Rotterdam,55.1004198,Flight
357,Pray,Jessica,Mathematics and Statistics,Staff,2021-09-12,Copenhagen,147.5835576,Flight
317,Lyman,John,Meteorology,Staff,2021-09-12,Chicago,1928,Flight
137,Maxwell,Margaret,Meteorology,Staff,2021-09-13,Rome,10.31333905,Train
3631,Williamson,Diane,Meteorology,Staff,2021-09-13,Vaduz,141.8297316,Flight
3044,Willis,Gerald,Mathematics and Statistics,Staff,2021-09-13,Denver,2254,Flight
2947,Kluck,Betty,Mathematics and Statistics,Student,2021-09-13,New York,1687,Flight
2029,Swales,Richard,Meteorology,Staff,2021-09-14,Paris,4.34139905,Train
2468,Muto,Donn,Mathematics and Statistics,Student,2021-09-15,Rotterdam,4.40548925,Train
2220,Durham,Elnora,Meteorology,Student,2021-09-15,LA,2652,Flight
1087,Cano,Betty,Meteorology,Staff,2021-09-15,Paris,56.23458,Flight
1998,Mason,Jose,Mathematics and Statistics,Student,2021-09-15,Zurich,119.0377572,Flight
4341,Brown,Jimmy,Meteorology,Student,2021-09-15,Andorra La Vella,10.16615905,Train
2480,Taylor,Antone,Meteorology,Staff,2021-09-15,Oslo,182.4827694,Flight
1477,Dixon,Katherine,Meteorology,Staff,2021-09-15,Belgrade,256.8752214,Flight
959,Lew,Brianne,Meteorology,Student,2021-09-15,Milan,7.89918565,Train
1430,Washington,Lloyd,Computer Science,Staff,2021-09-15,Milan,148.364331,Flight
188,Condon,Pearl,Meteorology,Staff,2021-09-15,Madrid,191.3733168,Flight
4465,Loguidice,Courtney,Meteorology,Student,2021-09-15,Vienna,12.12855905,Train
4504,Callahan,Rudy,Mathematics and Statistics,Staff,2021-09-16,Prague,157.2156132,Flight
1946,Wallace,Christina,Meteorology,Staff,2021-09-16,Rome,10.31333905,Train
508,Jacquez,Molly,Meteorology,Student,2021-09-17,Delhi,1976,Flight
3083,Vaughn,Gerald,Meteorology,Staff,2021-09-17,Budapest,10.00140665,Train
3336,Guerra,Terri,Meteorology,Student,2021-09-17,Berlin,144.5163414,Flight
2977,Urbanek,Jack,Meteorology,Student,2021-09-18,Barcelona,8.94938185,Train
1911,Laverdiere,Walter,Meteorology,Student,2021-09-18,New York,1687,Flight
2510,Hernandez,Anne,Computer Science,Staff,2021-09-18,Copenhagen,147.5835576,Flight
4841,Mize,Helen,Meteorology,Staff,2021-09-18,Sydney,5063,Flight
1450,Kinard,Steven,Walker Institute,Staff,2021-09-18,Cape Town,2893,Flight
31,Taylor,Chad,Meteorology,Student,2021-09-19,Cologne,79.9764342,Flight
4462,Nye,Marianne,Mathematics and Statistics,Staff,2021-09-19,Cologne,4.88609885,Train
4157,Mason,Jose,Mathematics and Statistics,Student,2021-09-19,Vienna,192.2462124,Flight
103,Colby,Timothy,Meteorology,Student,2021-09-19,Vienna,12.12855905,Train
2238,Doctor,Amy,Meteorology,Staff,2021-09-20,Copenhagen,9.34105905,Train
2771,Haas,Peter,Meteorology,Student,2021-09-20,Luxembourg,77.173503,Flight
2095,Clark,Robert,Meteorology,Staff,2021-09-20,Budapest,224.7109818,Flight
1898,Roy,Paulette,Computer Science,Student,2021-09-20,Budapest,224.7109818,Flight
833,Akin,Eric,Meteorology,Student,2021-09-20,Monaco,158.0826528,Flight
3367,Hopkins,Cassidy,Meteorology,Staff,2021-09-20,Andorra La Vella,168.8791902,Flight
3871,Burnette,Amy,Meteorology,Student,2021-09-20,Madrid,191.3733168,Flight
3637,Mills,Bradley,Meteorology,Staff,2021-09-21,Rome,221.2103382,Flight
3973,Burge,Betty,Meteorology,Student,2021-09-21,Vienna,192.2462124,Flight
4966,Durham,Elnora,Meteorology,Student,2021-09-21,Milan,148.364331,Flight
2634,Harris,Steven,Meteorology,Staff,2021-09-21,Berlin,144.5163414,Flight
1699,Legault,Marie,Mathematics and Statistics,Staff,2021-09-22,Paris,56.23458,Flight
1302,Longfellow,Edward,Meteorology,Student,2021-09-22,Lisbon,13.23017905,Train
3852,Clardy,Howard,Computer Science,Student,2021-09-22,Rotterdam,55.1004198,Flight
379,Chapman,Ronald,Meteorology,Staff,2021-09-22,Warsaw,221.6075208,Flight
1618,Brice,Margot,Walker Institute,Student,2021-09-22,Kigali,1976,Flight
1914,Edgington,Helen,Meteorology,Staff,2021-09-22,Monaco,158.0826528,Flight
2116,Davis,Louis,Meteorology,Staff,2021-09-22,Kigali,1976,Flight
4431,Mason,Jose,Mathematics and Statistics,Student,2021-09-22,Zurich,6.76946765,Train
596,Fox,Donald,Meteorology,Staff,2021-09-23,Madrid,10.66121905,Train
2401,Niemczyk,Kellye,Meteorology,Staff,2021-09-23,Vaduz,141.8297316,Flight
4434,Chapman,Ronald,Meteorology,Staff,2021-09-24,Andorra La Vella,10.16615905,Train
3994,Lee,Irene,Meteorology,Staff,2021-09-24,Rotterdam,55.1004198,Flight
1154,Boyer,Lenora,Meteorology,Staff,2021-09-24,Zurich,6.76946765,Train
1925,Tuholski,Erin,Meteorology,Staff,2021-09-24,Andorra La Vella,168.8791902,Flight
4996,Hayden,Howard,Mathematics and Statistics,Staff,2021-09-24,New York,1687,Flight
2183,Grimm,Isabel,Meteorology,Staff,2021-09-24,Denver,2254,Flight
2568,Pray,Jessica,Mathematics and Statistics,Staff,2021-09-24,Vienna,12.12855905,Train
2504,Thomas,Florence,Meteorology,Staff,2021-09-25,Cologne,79.9764342,Flight
1143,Cano,Betty,Meteorology,Staff,2021-09-25,Kigali,1976,Flight
538,Hart,Natisha,Meteorology,Staff,2021-09-25,Lisbon,240.2479194,Flight
4355,Ullman,Joyce,Meteorology,Student,2021-09-25,Copenhagen,147.5835576,Flight
3173,Walker,Stacey,Meteorology,Student,2021-09-25,Andorra La Vella,10.16615905,Train
1198,Taylor,Chad,Meteorology,Student,2021-09-25,Milan,7.89918565,Train
183,Simmons,Catherine,Meteorology,Staff,2021-09-26,Jakarta,3544,Flight
1860,Mcdonald,Wayne,Computer Science,Staff,2021-09-26,Madrid,191.3733168,Flight
3338,Smoldt,Gary,Computer Science,Staff,2021-09-26,Rotterdam,55.1004198,Flight
1777,Pray,Jessica,Mathematics and Statistics,Staff,2021-09-27,Belgrade,256.8752214,Flight
146,Reese,Horace,Meteorology,Staff,2021-09-27,Sydney,5063,Flight
3280,Mcdonald,Wayne,Computer Science,Staff,2021-09-27,Warsaw,9.58867825,Train
4076,Clark,Neil,Meteorology,Staff,2021-09-27,Paris,4.34139905,Train
1410,Dumire,Arthur,Meteorology,Staff,2021-09-28,Prague,157.2156132,Flight
3923,Kindig,David,Meteorology,Staff,2021-09-28,Monaco,158.0826528,Flight
3195,Ceja,James,Mathematics and Statistics,Staff,2021-09-28,Rotterdam,4.40548925,Train
570,Boyd,Everett,Meteorology,Student,2021-09-28,Rome,10.31333905,Train
3497,Cobbs,Timothy,Mathematics and Statistics,Student,2021-09-28,Belgrade,256.8752214,Flight
1006,Nelson,Patricia,Mathematics and Statistics,Staff,2021-09-28,Delhi,1976,Flight
2114,Longfellow,Edward,Meteorology,Student,2021-09-28,Milan,7.89918565,Train
2628,Gonzales,John,Meteorology,Staff,2021-09-29,Vienna,12.12855905,Train
4229,Lamantia,Harold,Computer Science,Staff,2021-09-29,Stockholm,12.16869905,Train
3576,Croyle,Norma,Mathematics and Statistics,Student,2021-09-29,Barcelona,8.94938185,Train
2838,Kassin,Ramon,Mathematics and Statistics,Student,2021-09-30,Andorra La Vella,10.16615905,Train
467,Mills,Bradley,Meteorology,Staff,2021-09-30,Brussels,52.1993256,Flight
2148,Callahan,Rudy,Mathematics and Statistics,Staff,2021-09-30,Nanjing,2820,Flight
1967,Smith,David,Meteorology,Staff,2021-09-30,Tokyo,2893,Flight
4026,Donaldson,Debra,Meteorology,Student,2021-09-30,Monaco,8.73449905,Train
4831,Dixon,Katherine,Meteorology,Staff,2021-10-01,Zurich,6.76946765,Train
3131,Scott,Reginald,Meteorology,Student,2021-10-02,Paris,56.23458,Flight
1636,Townsend,Zelma,Mathematics and Statistics,Staff,2021-10-02,Luxembourg,77.173503,Flight
2314,Clark,Neil,Meteorology,Staff,2021-10-02,Milan,148.364331,Flight
1076,Pinneo,Theresa,Computer Science,Student,2021-10-02,Copenhagen,147.5835576,Flight
1787,Brannen,William,Mathematics and Statistics,Student,2021-10-02,Paris,4.34139905,Train
3934,Johanson,Carol,Mathematics and Statistics,Student,2021-10-02,Warsaw,221.6075208,Flight
4616,Callahan,Rudy,Mathematics and Statistics,Staff,2021-10-03,Chicago,1928,Flight
4617,Williams,Eva,Meteorology,Student,2021-10-03,Warsaw,9.58867825,Train
4830,Ryan,David,Meteorology,Staff,2021-10-03,Berlin,7.68193905,Train
999,Ryan,David,Meteorology,Staff,2021-10-03,Rotterdam,4.40548925,Train
3802,Cody,Carolyn,Meteorology,Student,2021-10-03,Luxembourg,77.173503,Flight
565,Shaughnessy,Stephen,Meteorology,Student,2021-10-03,Zurich,119.0377572,Flight
3376,Vaillancourt,Evelia,Meteorology,Staff,2021-10-04,Dublin,72.5432298,Flight
3578,Akin,Eric,Meteorology,Student,2021-10-04,LA,2652,Flight
2540,Foster,Altagracia,Mathematics and Statistics,Student,2021-10-04,Amsterdam,55.1004198,Flight
3916,Page,Richard,Mathematics and Statistics,Student,2021-10-04,Andorra La Vella,10.16615905,Train
3104,Galimi,Cecil,Meteorology,Staff,2021-10-04,Delhi,1976,Flight
2367,Reitano,Michael,Computer Science,Staff,2021-10-05,Oslo,182.4827694,Flight
810,Hayward,Hope,Walker Institute,Staff,2021-10-05,Warsaw,221.6075208,Flight
995,Legault,Marie,Mathematics and Statistics,Staff,2021-10-05,Brussels,52.1993256,Flight
1665,Southern,Norma,Meteorology,Staff,2021-10-05,Cape Town,2893,Flight
2212,Gregory,Bryan,Mathematics and Statistics,Student,2021-10-05,Luxembourg,77.173503,Flight
1378,Moore,Booker,Mathematics and Statistics,Student,2021-10-05,Copenhagen,147.5835576,Flight
3488,Denn,Errol,Meteorology,Staff,2021-10-05,Cologne,4.88609885,Train
884,Anderson,Bea,Mathematics and Statistics,Staff,2021-10-06,Brussels,52.1993256,Flight
4861,Mitchell,Paul,Meteorology,Staff,2021-10-06,Jakarta,3544,Flight
4872,Reed,Pete,Meteorology,Staff,2021-10-06,Berlin,144.5163414,Flight
1698,Prince,Kristen,Meteorology,Student,2021-10-06,Prague,7.90297665,Train
3228,Feiner,Pete,Meteorology,Student,2021-10-06,Oslo,12.54779905,Train
3935,Bremer,Tom,Meteorology,Student,2021-10-06,Amsterdam,55.1004198,Flight
2992,Haas,Peter,Meteorology,Student,2021-10-06,Stockholm,221.0140122,Flight
3420,Schafer,Maxine,Meteorology,Staff,2021-10-07,Delhi,1976,Flight
392,Martin,Shannon,Meteorology,Staff,2021-10-07,Amsterdam,55.1004198,Flight
4820,Mulholland,Hugh,Meteorology,Staff,2021-10-07,Barcelona,175.3229112,Flight
2458,Hebert,Sue,Meteorology,Student,2021-10-07,Belgrade,256.8752214,Flight
3216,Ruby,Anna,Meteorology,Staff,2021-10-08,Belgrade,11.43230845,Train
4900,Replogle,Harriet,Meteorology,Staff,2021-10-08,Amsterdam,4.91227905,Train
2443,Mills,Bradley,Meteorology,Staff,2021-10-08,Chicago,1928,Flight
1387,Hart,Natisha,Meteorology,Staff,2021-10-08,Monaco,158.0826528,Flight
1187,Durdan,Miles,Meteorology,Staff,2021-10-09,Dublin,72.5432298,Flight
4906,Jones,Boyd,Meteorology,Staff,2021-10-09,Budapest,10.00140665,Train
3405,Boyer,Lenora,Meteorology,Staff,2021-10-09,Toronto,1687,Flight
40,Menter,Susan,Computer Science,Staff,2021-10-09,Stockholm,221.0140122,Flight
4145,Southern,Norma,Meteorology,Staff,2021-10-10,Paris,56.23458,Flight
